頻道名稱,影片發佈時間,影片連結,影片長度,,,,,WAV檔名,,,,
台北市教師拍攝團隊,2016年8月9日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5371,,0:05:45,,,,✡✡脫歐的考驗✡✡ 一部電影談歐盟的形成 (下),,,,
台北市教師拍攝團隊,2016年8月9日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3912,,0:09:56,,,,✡✡脫歐的考驗✡✡ 從四張漫畫看英國與歐盟的愛恨情仇 (上),,,,
台北市教師拍攝團隊,2016年8月9日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3913,,0:13:41,,,,✡✡脫歐的考驗✡✡ 從四張漫畫看英國與歐盟的愛恨情仇 (下),,,,
台北市教師拍攝團隊,2016年8月9日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5376,,0:09:56,,,,✡✡脫歐的考驗✡✡ 從四張漫畫看英國與歐盟的愛恨情仇 (上),,,,
台北市教師拍攝團隊,2016年8月9日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5381,,0:13:41,,,,✡✡脫歐的考驗✡✡ 從四張漫畫看英國與歐盟的愛恨情仇 (下),,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3966,,0:10:31,,,,從歷史文本分析邱吉爾的想法（上）,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3967,,0:09:52,,,,從歷史文本分析邱吉爾的想法（下）,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5386,,0:10:31,,,,從歷史文本分析邱吉爾的想法（上）,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5391,,0:09:52,,,,從歷史文本分析邱吉爾的想法（下）,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3968,,0:09:02,,,,歐洲統合概念的淵源(上) 中古篇,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5396,,0:09:02,,,,歐洲統合概念的淵源(上) 中古篇,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3970,,0:10:23,,,,歐洲統合概念的淵源(中) 近代篇,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5401,,0:10:23,,,,歐洲統合概念的淵源(中) 近代篇,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/3969,,0:07:27,,,,歐洲統合概念的淵源(下) 現代篇,,,,
台北市教師拍攝團隊,2016年8月11日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5406,,0:07:27,,,,歐洲統合概念的淵源(下) 現代篇,,,,
臺北酷課雲-11年級歷史,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/12226,,0:12:31,,,,高中歷史 20世紀末中東危機與911事件_後冷戰時期的發展5 v6868,,,,
臺北酷課雲-11年級歷史,2021年7月23日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5936,,0:08:43,,,,高中歷史 學測重點 冷戰結束與世界政局的變化,,,,
臺北酷課雲-11年級歷史,2021年7月22日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2843,,0:14:24,,,,高中歷史 全球化的發展,,,,
臺北酷課雲-11年級歷史,2021年7月24日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5941,,0:09:40,,,,高中歷史 學測重點 經濟全球化與人類社會的新挑戰,,,,
臺北市高中歷史拍攝團隊,2016年6月13日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/1848,,0:09:53,,,,18 冷戰到後冷戰的霸權爭奪 -- 大考充電站 (105指考歷史總複習 ),,,,
台北市教師拍攝團隊,2016年12月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/10086,,0:12:15,,,,【在酷課雲看見川普】 三K黨運動的興起,,,,
台北市教師拍攝團隊,2016年12月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/10096,,0:12:25,,,,【在酷課雲看見川普】三K黨運動的高峰,,,,
台北市教師拍攝團隊,2016年12月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/10091,,0:12:11,,,,【在酷課雲看見川普】二戰後三K黨的復興,,,,
臺北酷課雲-11年級歷史,2021年7月22日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/11126,,0:10:44,,,,【在酷課雲看見川普】從文本閱讀的角度來解讀川普勝選宣言 理論篇 11126,,,,
臺北酷課雲-11年級歷史,2021年7月22日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/11131,,0:15:48,,,,【在酷課雲看見川普】從文本閱讀的角度來解讀川普勝選宣言 實務篇 11131,,,,
臺北酷課雲-11年級歷史,2021年7月24日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18396,,0:12:50,,,,高中歷史 【在酷課雲看見川普】美國總統電視辯論追追追,,,,
臺北酷課雲-11年級歷史,2021年7月24日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/19146,,0:13:11,,,,高中歷史 邁向白宮之路 白宮的歷史發展與總統權力運作,,,,
臺北酷課雲-11年級公民,2017年5月15日,https://youtu.be/ERwX4qyD-rs?si=lHmLKbm3BPWQsJju,,0:04:51,,,,藝術中看啟蒙 mp4,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/e2tIXhONVaM?si=r1B7LbyiU89oqrYu,,0:11:24,,,,高中公民_ 效益論_v1299,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/UvVfDdy5wns?si=u7IaUMPhCtASnkOY,,0:07:43,,,,高中公民_義務論_ v1300_,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/sfTvXPeyZUg?si=AXg5W5B2Kc39r3Q6,,0:08:09,,,,高中公民_ 德行論_v1301_,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/SiBJuOOw7OQ?si=3Aqi7633YVvqn_34,,0:07:15,,,,高中公民 法律的分類 v1304,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/HcJQ88rPJmw?si=fee17IrMibo0EaMt,,0:12:06,,,,高中公民 行政法的原則 v1312,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/q13I5Xq3Hjk?si=qq3S0VV6WEaR8mq0,,0:06:47,,,,高中公民 罪刑法定_9691 v1329__,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/8tgaPFexHjA?si=4rv7rrL0F5R0gJ5Q,,0:08:00,,,,高中公民_ 犯罪追訴原則_v1332_,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/zc-eyynkcfc?si=g5YrjIn8YkUJnK9D,,0:08:57,,,,高中公民 生產可能線PPC__v1344_,,,,
臺北酷課雲-11年級公民,2018年9月14日,https://youtu.be/P0fvANpCdoM?si=Wfhj2ExsuubSNxwW,,0:07:57,,,,高中公民_ 比較利益_1931 v1343__,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/eF3Fsev4PU8?si=Ka6DJ4f5dtpRKpp1,,0:08:46,,,,高中公民__需求曲線與法則_v1346,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/RHcSrdDemQw?si=OzObKL-zZu2dw1Oi,,0:09:17,,,,高中公民 影響需求因素__ v1347_,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/qj7Y51aYxBE?si=yGlxrlURW-UfuiFS,,0:08:50,,,,高中公民_ 供給曲線與法則_v1348_,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/81I7fqrsFXQ?si=rGUIt3dltGadrOEm,,0:08:28,,,,高中公民影響供給因素_ v1349_1935,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/qkmFnVlJ3Co?si=74H-PW7bfpOqrpdD,,0:08:02,,,,高中公民 市場均衡、經濟效率__v1350_,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/gYZhdXK-prs?si=Zw_fmoHaO9tYcELa,,0:08:14,,,,高中公民 _全球區域經濟整合_v1357_,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/qNmdxEfEQmA?si=Tf25jr1Xk6tN6TRc,,0:05:54,,,,高中公民 WTO、世界銀行、國際貨幣基金_v1355,,,,
臺北酷課雲-11年級公民,2018年9月11日,https://youtu.be/qRkhO6_qXpo?si=Sk0DummW5TNv8mMF,,0:11:12,,,,高中公民_國民所得_v1360_,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/1990,,0:02:45,,,,高中地理 世界的劃分類型,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/1999,,0:12:46,,,,高中地理 文化景觀與文化分區,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/689,,0:12:49,,,,高中地理 如何蒐尋各國HDI資訊,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/690,,0:08:24,,,,高中地理 發展區的劃分-HDI,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/664,,0:09:48,,,,高中地理 結盟區的劃分與世界三大經濟板塊,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18011,,0:04:40,,,,高中地理 東北亞導論,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/7046,,0:05:33,,,,高中地理 東北亞的地形、氣候與洋流,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18016,,0:12:49,,,,高中地理 日本經濟發展歷程與面臨的問題-1,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18021,,0:13:24,,,,高中地理 日本經濟發展歷程與面臨的問題-2,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18026,,0:06:34,,,,高中地理 南北韓的經濟發展-1(北韓),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18031,,0:09:46,,,,高中地理 南北韓的經濟發展-2(南韓),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18036,,0:05:30,,,,高中地理 東南亞導論,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/7331,,0:14:22,,,,高中地理 東南亞的複雜地形,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/7336,,0:08:47,,,,高中地理 東南亞的熱帶氣候,,,,
臺北酷課雲-11年級地理,,,,,,,,東南亞的多元民族、宗教文化與殖民歷史的影響,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18056,,0:14:45,,,,高中地理 東南亞的經濟發展與區域組織-1,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18061,,0:14:54,,,,高中地理 東南亞的經濟發展與區域組織-2,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/4522,,0:08:59,,,,高中地理 南亞導論,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/7051,,0:08:32,,,,高中地理 南亞的地形與氣候,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18041,,0:13:38,,,,高中地理 南亞的人口環境與多元文化-1,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18046,,0:05:18,,,,高中地理 南亞的人口環境與多元文化-2(種姓制度),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18051,,0:12:52,,,,高中地理 南亞的國際分工與高科技產業,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9656,,0:07:27,,,,高中地理 西亞導論,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9501,,0:05:37,,,,高中地理 西亞的乾燥氣候與游牧活動,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9506,,0:07:46,,,,高中地理 西亞的灌溉農業與伊斯蘭文化,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9666,,0:05:20,,,,高中地理 西亞的石油經濟,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9671,,0:07:45,,,,高中地理 西亞紛亂的政局,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18066,,0:08:35,,,,高中地理 澳洲與紐西蘭導論,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/4531,,0:06:09,,,,高中地理 澳洲與紐西蘭的地形與氣候,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18071,,0:14:44,,,,高中地理 澳洲與紐西蘭的產業,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/4761,,0:05:18,,,,高中地理 歐洲導論-歐洲的位置與形勢,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/13106,,0:06:41,,,,高中地理 歐洲的地形,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/13041,,0:09:09,,,,高中地理 歐洲的氣候,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/13066,,0:09:00,,,,高中地理 近代歐洲的發展-1-工業革命,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/13071,,0:13:52,,,,高中地理 近代歐洲的發展-2,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18076,,0:06:07,,,,高中地理 歐洲結盟-1(動機與發展歷程),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18081,,0:12:41,,,,高中地理 歐洲結盟-2(歐盟的區域整合),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18086,,0:09:46,,,,高中地理 歐洲結盟-3(歐盟的區域差異),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18091,,0:11:32,,,,高中地理 古老歐洲再出發-西班牙個案,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18096,,0:11:18,,,,高中地理 轉型奮起的東歐諸國,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/5166,,0:05:07,,,,高中地理 俄羅斯導論-位置、時區與國協成員,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/669,,0:05:15,,,,高中地理 俄羅斯與國協的地形特色,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/667,,0:06:23,,,,高中地理 俄羅斯與獨立國家國協的氣候環境,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/666,,0:05:00,,,,高中地理 俄羅斯的嚴寒氣候對當地的影響,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/670,,0:05:06,,,,高中地理 俄羅斯與國協的自然景觀與鹹海問題,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/671,,0:10:43,,,,高中地理 俄羅斯與國協的產業與經濟轉型,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2244,,0:09:42,,,,高中地理 俄羅斯與國協的人口問題與種族衝突,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2245,,0:09:14,,,,高中地理 俄羅斯與國協高度依賴能源經濟,,,,
臺北酷課雲-11年級地理,2018年9月18日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18226,,0:12:58,,,,高中地理 北美洲導論,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18231,,0:14:36,,,,高中地理 北美洲的地形,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18236,,0:13:20,,,,高中地理 北美洲的氣候,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18246,,0:14:26,,,,高中地理 北美洲的農業-2,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18241,,0:05:04,,,,高中地理 北美洲的農業-1,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18251,,0:05:56,,,,高中地理 美國的工業活動-1,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18256,,0:12:55,,,,高中地理 美國的工業活動-2,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/1992,,0:12:12,,,,高中地理 中南美洲導論,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2000,,0:10:04,,,,高中地理 中南美洲的地形與地質-1,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2002,,0:11:58,,,,高中地理 中南美洲的氣候與颶風,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2003,,0:12:18,,,,高中地理 中南美洲的氣候與聖嬰現象,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2004,,0:11:36,,,,高中地理 亞馬孫雨林的開發與影響,,,,
臺北酷課雲-11年級地理,2021年7月23日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2005,,0:10:36,,,,高中地理 亞馬孫雨林在生態與經濟層面的價值,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2246,,0:15:00,,,,高中地理 中南美洲的馬雅古文明,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2247,,0:11:37,,,,高中地理 中南美洲的阿茲特克古文明,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/6851,,0:09:35,,,,高中地理 中南美洲的文化與印加文明,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/6856,,0:08:56,,,,高中地理 中南美洲的印加古文明-馬丘比丘,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/6861,,0:11:33,,,,高中地理 中南美洲的合成文化,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2248,,0:14:59,,,,高中地理 中南美洲的殖民地式經濟,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2249,,0:14:59,,,,高中地理 中南美洲的殖民地式經濟與大地主制,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2250,,0:14:07,,,,高中地理 中南美洲的政治發展與經濟困境,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/2251,,0:12:14,,,,高中地理 中南美洲的經濟發展歷程與結盟,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/1993,,0:14:58,,,,高中地理 非洲導論,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18261,,0:08:04,,,,高中地理 非洲的地質與地形-2,,,,
臺北酷課雲-11年級地理,,,,,,,,非洲南北對稱的氣候,,,,
臺北酷課雲-11年級地理,2018年9月25日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/677,,0:10:34,,,,高中地理 尼羅河的水資源與問題,,,,
臺北酷課雲-11年級地理,,,,,,,,薩赫爾地區的水資源利用與生活,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/724,,0:10:00,,,,高中地理 非洲的殖民地式經濟-2,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18266,,0:14:17,,,,高中地理 非洲的三角貿易,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18271,,0:07:12,,,,高中地理 非洲的區域衝突-1,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/685,,0:10:20,,,,高中地理 非洲的愛滋病,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/6866,,0:12:42,,,,高中地理 非洲的疾病擴散與影響,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9641,,0:11:45,,,,高中地理 臺灣導論,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9476,,0:07:51,,,,高中地理 臺灣的地形,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9481,,0:10:34,,,,高中地理 臺灣的氣候與水資源,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9486,,0:05:24,,,,高中地理 臺灣的生物景觀_9486,,,,
臺北酷課雲-11年級地理,,,,,,,,臺灣的農業,,,,
臺北酷課雲-11年級地理,,,,,,,,臺灣農業面臨的問題與因應,,,,
臺北酷課雲-11年級地理,,,,,,,,臺灣的工業,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9866,,0:13:48,,,,高中地理 臺灣的區域特色,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9661,,0:12:21,,,,高中地理 中國導論,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18276,,0:13:04,,,,高中地理 中國的區域劃分,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/12481,,0:06:05,,,,高中地理 中國的人口-1,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9466,,0:14:58,,,,高中地理 中國的人口-2,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9471,,0:09:51,,,,高中地理 中國的都市,,,,
臺北酷課雲-11年級地理,2018年9月20日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/9606,,0:13:20,,,,高中地理 中國的農業-3-新東北現象,,,,
臺北酷課雲-11年級地理,,,,,,,,中國的工業,,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18291,,0:14:59,,,,高中地理 中國的環境問題-3(三峽大壩與西北沙漠化),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18281,,0:08:57,,,,高中地理 中國的環境問題-1(黃河斷流),,,,
臺北酷課雲-11年級地理,2018年9月19日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/18286,,0:08:48,,,,高中地理 中國的環境問題-2(南水北調)_18286,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/jCR4DjmTnRg?si=JqkzJz2kWL-Oumxw,,0:08:54,,,,高中地科 固體地球的量測,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/fScxQ-cmk6k?si=XB1J-p3zgn4RcqLD,,0:12:56,,,,高中地科 氣象預報的流程與限制,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/5fbSHOV2h7k?si=6ucET2kbg_yVtcxY,,0:05:12,,,,高中地科 北回歸線的太陽視軌跡,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/xiiY27mvmN0?si=iQ8YO_KTd0E-L-QX,,0:07:07,,,,高中地科 從太陽視軌跡可以知道的事情,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/0Vt77oeyG7E?si=rzhAXisDVrjp2pV5,,0:07:32,,,,高中地科 不同緯度的太陽視軌跡,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/Z9gUINcrGsg?si=wlrQWvVjrFGejspA,,0:07:17,,,,高中地科 地面的可見光望遠鏡一：早期的發展,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/ZUjsxGxGB2g?si=4cmlHkZBQLVtOOIF,,0:05:30,,,,高中地科 地面的可見光望遠鏡二：不斷加大的口徑,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/aE4kjyxN8Ss?si=HEAOQjJWOVwbo1gT,,0:05:30,,,,高中地科 地面的無線電望遠鏡一：從支架到碟盤,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/EP--poT7hO0?si=Ou-GTPZ0AB9B0EsU,,0:08:34,,,,高中地科 地面的無線電望遠鏡二：越來越大的口徑,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/Er5L2xKc7Cg?si=frc9L8cFm3fCPZhN,,0:06:51,,,,高中地科 太空望遠鏡二：珈瑪射線、X射線與紅外線,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/w-Esb-o7494?si=VrdzIxWzn_EuMGuY,,0:08:31,,,,高中地科 太空望遠鏡三：觀測太陽、搜尋系外行星,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/v32Vce3NOkI?si=JB82aUKdATwQb1jX,,0:05:21,,,,高中地科 觀測宇宙的方法三：膨脹中的宇宙、星系音叉圖,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/aPpfOYHMlgI?si=8AaCRHouKo2wCtT8,,0:09:22,,,,高中地科 星體光譜一：光譜三定律,,,,
臺北酷課雲-11年級地科,2018年10月16日,https://youtu.be/lsmZuCJAPWA?si=UUcUET3HXvpb4nEm,,0:08:19,,,,高中地科 星體光譜二：分類,,,,
